,pub_time
172261,2020-10-13 11:29:53
173607,2020-10-13 11:29:53
183276,2020-10-13 11:29:55
168642,2020-10-13 11:29:58
187138,2020-10-13 11:29:58
197603,2020-10-13 11:29:58
173671,2020-10-13 11:30:00
181696,2020-10-13 11:30:00
179404,2020-10-13 11:30:00
169962,2020-10-13 11:30:00
180359,2020-10-13 11:30:00
178840,2020-10-13 11:30:00
170547,2020-10-13 11:30:00
164601,2020-10-13 11:30:00
168188,2020-10-13 11:30:00
171302,2020-10-13 11:30:00
188676,2020-10-13 11:30:00
178534,2020-10-13 11:30:00
176215,2020-10-13 11:30:00
166369,2020-10-13 11:30:00
192274,2020-10-13 11:30:00
170281,2020-10-13 11:30:00
168915,2020-10-13 11:30:00
164566,2020-10-13 11:30:00
186126,2020-10-13 11:30:00
186061,2020-10-13 11:30:00
167286,2020-10-13 11:30:00
169844,2020-10-13 11:30:00
176272,2020-10-13 11:30:00
180237,2020-10-13 11:30:00
167817,2020-10-13 11:30:00
164567,2020-10-13 11:30:00
173839,2020-10-13 11:30:00
174513,2020-10-13 11:30:00
166938,2020-10-13 11:30:00
175092,2020-10-13 11:30:00
186900,2020-10-13 11:30:00
164591,2020-10-13 11:30:00
183992,2020-10-13 11:30:00
187825,2020-10-13 11:30:00
173665,2020-10-13 11:30:00
164565,2020-10-13 11:30:00
182603,2020-10-13 11:30:00
184707,2020-10-13 11:30:00
198482,2020-10-13 11:30:00
194503,2020-10-13 11:30:00
172769,2020-10-13 11:30:00
166275,2020-10-13 11:30:00
168394,2020-10-13 11:30:00
168508,2020-10-13 11:30:00
193121,2020-10-13 11:30:00
198150,2020-10-13 11:30:00
175755,2020-10-13 11:30:02
164857,2020-10-13 11:30:09
178374,2020-10-13 11:30:17
169435,2020-10-13 11:30:17
174181,2020-10-13 11:30:20
173872,2020-10-13 11:30:22
172523,2020-10-13 11:30:22
174577,2020-10-13 11:30:23
175289,2020-10-13 11:30:24
170634,2020-10-13 11:30:26
172936,2020-10-13 11:30:28
176576,2020-10-13 11:30:28
164214,2020-10-13 11:30:29
182524,2020-10-13 11:30:32
179569,2020-10-13 11:30:33
171474,2020-10-13 11:30:39
188106,2020-10-13 11:30:40
183419,2020-10-13 11:30:49
167256,2020-10-13 11:30:50
198203,2020-10-13 11:30:54
194803,2020-10-13 11:30:57
172877,2020-10-13 11:30:58
186289,2020-10-13 11:30:59
188345,2020-10-13 11:31:00
164564,2020-10-13 11:31:00
165628,2020-10-13 11:31:00
170488,2020-10-13 11:31:00
176327,2020-10-13 11:31:00
170773,2020-10-13 11:31:00
189337,2020-10-13 11:31:00
184357,2020-10-13 11:31:00
179402,2020-10-13 11:31:00
164621,2020-10-13 11:31:00
168350,2020-10-13 11:31:00
172088,2020-10-13 11:31:00
173540,2020-10-13 11:31:00
174186,2020-10-13 11:31:02
185786,2020-10-13 11:31:08
173161,2020-10-13 11:31:12
180818,2020-10-13 11:31:16
186245,2020-10-13 11:31:21
178174,2020-10-13 11:31:22
165968,2020-10-13 11:31:26
175829,2020-10-13 11:31:31
169609,2020-10-13 11:31:31
170615,2020-10-13 11:31:37
183955,2020-10-13 11:31:38
179803,2020-10-13 11:31:39
178201,2020-10-13 11:31:46
167314,2020-10-13 11:31:47
164202,2020-10-13 11:31:50
165713,2020-10-13 11:31:56
164606,2020-10-13 11:31:59
171708,2020-10-13 11:32:00
173828,2020-10-13 11:32:00
193091,2020-10-13 11:32:00
185978,2020-10-13 11:32:00
173372,2020-10-13 11:32:00
181221,2020-10-13 11:32:00
195370,2020-10-13 11:32:00
193265,2020-10-13 11:32:00
171738,2020-10-13 11:32:00
177875,2020-10-13 11:32:00
168534,2020-10-13 11:32:00
171799,2020-10-13 11:32:00
171746,2020-10-13 11:32:00
187756,2020-10-13 11:32:00
186052,2020-10-13 11:32:00
168730,2020-10-13 11:32:00
179155,2020-10-13 11:32:01
141091,2020-10-13 11:32:14
180891,2020-10-13 11:32:17
198317,2020-10-13 11:32:17
179579,2020-10-13 11:32:21
166037,2020-10-13 11:32:25
169532,2020-10-13 11:32:28
197392,2020-10-13 11:32:40
185181,2020-10-13 11:32:42
178099,2020-10-13 11:32:55
170617,2020-10-13 11:32:56
180598,2020-10-13 11:32:57
182555,2020-10-13 11:33:00
170698,2020-10-13 11:33:00
171753,2020-10-13 11:33:00
197466,2020-10-13 11:33:00
177134,2020-10-13 11:33:00
187399,2020-10-13 11:33:00
197979,2020-10-13 11:33:00
171411,2020-10-13 11:33:00
173028,2020-10-13 11:33:00
169734,2020-10-13 11:33:00
165494,2020-10-13 11:33:00
171489,2020-10-13 11:33:00
185225,2020-10-13 11:33:00
185121,2020-10-13 11:33:00
196261,2020-10-13 11:33:00
178872,2020-10-13 11:33:07
187528,2020-10-13 11:33:09
150461,2020-10-13 11:33:20
174852,2020-10-13 11:33:25
184473,2020-10-13 11:33:31
181653,2020-10-13 11:33:32
173428,2020-10-13 11:33:33
186879,2020-10-13 11:33:37
165909,2020-10-13 11:33:40
169669,2020-10-13 11:33:43
173048,2020-10-13 11:33:43
170134,2020-10-13 11:33:45
195138,2020-10-13 11:33:47
177629,2020-10-13 11:33:49
182985,2020-10-13 11:33:50
206109,2020-10-13 11:33:52
184613,2020-10-13 11:34:00
188607,2020-10-13 11:34:00
178373,2020-10-13 11:34:00
168576,2020-10-13 11:34:00
173505,2020-10-13 11:34:00
186099,2020-10-13 11:34:00
168337,2020-10-13 11:34:00
198271,2020-10-13 11:34:00
173904,2020-10-13 11:34:00
189160,2020-10-13 11:34:00
182608,2020-10-13 11:34:00
181629,2020-10-13 11:34:00
167672,2020-10-13 11:34:00
164563,2020-10-13 11:34:00
170374,2020-10-13 11:34:00
186242,2020-10-13 11:34:00
183584,2020-10-13 11:34:00
169292,2020-10-13 11:34:00
178708,2020-10-13 11:34:00
168186,2020-10-13 11:34:00
166017,2020-10-13 11:34:03
165240,2020-10-13 11:34:10
182107,2020-10-13 11:34:15
174590,2020-10-13 11:34:16
172326,2020-10-13 11:34:18
169022,2020-10-13 11:34:20
183587,2020-10-13 11:34:26
197901,2020-10-13 11:34:27
165685,2020-10-13 11:34:30
176957,2020-10-13 11:34:30
175268,2020-10-13 11:34:30
171917,2020-10-13 11:34:36
173668,2020-10-13 11:34:36
182540,2020-10-13 11:34:37
176377,2020-10-13 11:34:40
182028,2020-10-13 11:34:40
197197,2020-10-13 11:34:41
183338,2020-10-13 11:34:44
180492,2020-10-13 11:34:45
171793,2020-10-13 11:34:46
164838,2020-10-13 11:34:46
173438,2020-10-13 11:34:47
168805,2020-10-13 11:34:56
190429,2020-10-13 11:35:00
164659,2020-10-13 11:35:00
166206,2020-10-13 11:35:00
175192,2020-10-13 11:35:00
189168,2020-10-13 11:35:00
186053,2020-10-13 11:35:00
173449,2020-10-13 11:35:00
184809,2020-10-13 11:35:00
172320,2020-10-13 11:35:00
171637,2020-10-13 11:35:00
167772,2020-10-13 11:35:00
183246,2020-10-13 11:35:00
178206,2020-10-13 11:35:00
173348,2020-10-13 11:35:00
194449,2020-10-13 11:35:01
191638,2020-10-13 11:35:09
184548,2020-10-13 11:35:10
178081,2020-10-13 11:35:11
192444,2020-10-13 11:35:12
171736,2020-10-13 11:35:13
169331,2020-10-13 11:35:17
175651,2020-10-13 11:35:24
172873,2020-10-13 11:35:26
175344,2020-10-13 11:35:38
173439,2020-10-13 11:35:48
166838,2020-10-13 11:35:48
164839,2020-10-13 11:35:51
171439,2020-10-13 11:35:54
173114,2020-10-13 11:35:55
171339,2020-10-13 11:35:56
167028,2020-10-13 11:35:57
164582,2020-10-13 11:35:58
166034,2020-10-13 11:36:00
185047,2020-10-13 11:36:00
170831,2020-10-13 11:36:00
167039,2020-10-13 11:36:00
185101,2020-10-13 11:36:00
169710,2020-10-13 11:36:00
164848,2020-10-13 11:36:00
165958,2020-10-13 11:36:00
188798,2020-10-13 11:36:16
185673,2020-10-13 11:36:16
192630,2020-10-13 11:36:18
187851,2020-10-13 11:36:19
175004,2020-10-13 11:36:23
190508,2020-10-13 11:36:31
178818,2020-10-13 11:36:34
186358,2020-10-13 11:36:38
179624,2020-10-13 11:36:38
165226,2020-10-13 11:36:39
168945,2020-10-13 11:36:52
164310,2020-10-13 11:36:54
187133,2020-10-13 11:36:57
173726,2020-10-13 11:36:58
180925,2020-10-13 11:37:00
183939,2020-10-13 11:37:00
185904,2020-10-13 11:37:00
170902,2020-10-13 11:37:00
178514,2020-10-13 11:37:00
183037,2020-10-13 11:37:00
171982,2020-10-13 11:37:00
169738,2020-10-13 11:37:00
173562,2020-10-13 11:37:00
169086,2020-10-13 11:37:00
185174,2020-10-13 11:37:00
172939,2020-10-13 11:37:00
167564,2020-10-13 11:37:00
169024,2020-10-13 11:37:00
176305,2020-10-13 11:37:00
185138,2020-10-13 11:37:00
170137,2020-10-13 11:37:00
179576,2020-10-13 11:37:00
186680,2020-10-13 11:37:00
167519,2020-10-13 11:37:00
175105,2020-10-13 11:37:02
170986,2020-10-13 11:37:02
178055,2020-10-13 11:37:06
181964,2020-10-13 11:37:10
165965,2020-10-13 11:37:11
186987,2020-10-13 11:37:11
168662,2020-10-13 11:37:11
164869,2020-10-13 11:37:11
191952,2020-10-13 11:37:17
178806,2020-10-13 11:37:19
178155,2020-10-13 11:37:22
192233,2020-10-13 11:37:25
170498,2020-10-13 11:37:26
175382,2020-10-13 11:37:27
176158,2020-10-13 11:37:30
173360,2020-10-13 11:37:30
182098,2020-10-13 11:37:30
165047,2020-10-13 11:37:30
173008,2020-10-13 11:37:30
170579,2020-10-13 11:37:30
173734,2020-10-13 11:37:30
167950,2020-10-13 11:37:30
193051,2020-10-13 11:37:30
196202,2020-10-13 11:37:30
179810,2020-10-13 11:37:33
178244,2020-10-13 11:37:36
167024,2020-10-13 11:37:39
168813,2020-10-13 11:37:44
192958,2020-10-13 11:37:50
166036,2020-10-13 11:37:51
166018,2020-10-13 11:37:51
169554,2020-10-13 11:37:54
182465,2020-10-13 11:38:00
171947,2020-10-13 11:38:00
184938,2020-10-13 11:38:00
182822,2020-10-13 11:38:00
190494,2020-10-13 11:38:00
188707,2020-10-13 11:38:00
169344,2020-10-13 11:38:00
165178,2020-10-13 11:38:00
171647,2020-10-13 11:38:00
195900,2020-10-13 11:38:00
184658,2020-10-13 11:38:00
180802,2020-10-13 11:38:00
167936,2020-10-13 11:38:00
195584,2020-10-13 11:38:00
193115,2020-10-13 11:38:00
167004,2020-10-13 11:38:00
168023,2020-10-13 11:38:00
190456,2020-10-13 11:38:00
184149,2020-10-13 11:38:00
184262,2020-10-13 11:38:00
177581,2020-10-13 11:38:01
168570,2020-10-13 11:38:04
185005,2020-10-13 11:38:06
171443,2020-10-13 11:38:10
195243,2020-10-13 11:38:20
172527,2020-10-13 11:38:36
182828,2020-10-13 11:38:41
187821,2020-10-13 11:38:55
173423,2020-10-13 11:38:58
194779,2020-10-13 11:39:00
181849,2020-10-13 11:39:00
174272,2020-10-13 11:39:00
170906,2020-10-13 11:39:00
180028,2020-10-13 11:39:00
170562,2020-10-13 11:39:00
183942,2020-10-13 11:39:00
184301,2020-10-13 11:39:00
198167,2020-10-13 11:39:00
166414,2020-10-13 11:39:00
164561,2020-10-13 11:39:00
189604,2020-10-13 11:39:00
179934,2020-10-13 11:39:00
169585,2020-10-13 11:39:00
168622,2020-10-13 11:39:00
164562,2020-10-13 11:39:00
182039,2020-10-13 11:39:00
173290,2020-10-13 11:39:00
171304,2020-10-13 11:39:03
186332,2020-10-13 11:39:04
174321,2020-10-13 11:39:04
173499,2020-10-13 11:39:06
150315,2020-10-13 11:39:08
176625,2020-10-13 11:39:19
193239,2020-10-13 11:39:24
196121,2020-10-13 11:39:24
180351,2020-10-13 11:39:35
185521,2020-10-13 11:39:36
176244,2020-10-13 11:39:40
173236,2020-10-13 11:39:45
178056,2020-10-13 11:40:00
169303,2020-10-13 11:40:00
176673,2020-10-13 11:40:00
192112,2020-10-13 11:40:00
191135,2020-10-13 11:40:00
172454,2020-10-13 11:40:00
167721,2020-10-13 11:40:00
176113,2020-10-13 11:40:00
189184,2020-10-13 11:40:00
165174,2020-10-13 11:40:00
172595,2020-10-13 11:40:00
186259,2020-10-13 11:40:00
173595,2020-10-13 11:40:00
194532,2020-10-13 11:40:00
190715,2020-10-13 11:40:00
177694,2020-10-13 11:40:00
168212,2020-10-13 11:40:00
186686,2020-10-13 11:40:00
177773,2020-10-13 11:40:00
168150,2020-10-13 11:40:00
175883,2020-10-13 11:40:00
170940,2020-10-13 11:40:00
174208,2020-10-13 11:40:00
182933,2020-10-13 11:40:00
188858,2020-10-13 11:40:00
169512,2020-10-13 11:40:10
180179,2020-10-13 11:40:11
174388,2020-10-13 11:40:15
184260,2020-10-13 11:40:15
171073,2020-10-13 11:40:26
191604,2020-10-13 11:40:31
183131,2020-10-13 11:40:38
188828,2020-10-13 11:40:48
167259,2020-10-13 11:40:50
179597,2020-10-13 11:40:50
170228,2020-10-13 11:40:53
174654,2020-10-13 11:40:59
166035,2020-10-13 11:41:00
181868,2020-10-13 11:41:00
184451,2020-10-13 11:41:00
167463,2020-10-13 11:41:00
176546,2020-10-13 11:41:00
169982,2020-10-13 11:41:00
180742,2020-10-13 11:41:00
179823,2020-10-13 11:41:00
164847,2020-10-13 11:41:00
182442,2020-10-13 11:41:00
172602,2020-10-13 11:41:00
168737,2020-10-13 11:41:00
166192,2020-10-13 11:41:00
189726,2020-10-13 11:41:00
186823,2020-10-13 11:41:00
182317,2020-10-13 11:41:00
187652,2020-10-13 11:41:00
169312,2020-10-13 11:41:00
171416,2020-10-13 11:41:01
191481,2020-10-13 11:41:06
173458,2020-10-13 11:41:07
166711,2020-10-13 11:41:12
185769,2020-10-13 11:41:12
165594,2020-10-13 11:41:17
165952,2020-10-13 11:41:17
178676,2020-10-13 11:41:19
178382,2020-10-13 11:41:31
165455,2020-10-13 11:41:32
177673,2020-10-13 11:41:35
168884,2020-10-13 11:41:35
178639,2020-10-13 11:41:38
173669,2020-10-13 11:41:38
169369,2020-10-13 11:41:39
176191,2020-10-13 11:41:43
176829,2020-10-13 11:41:43
174525,2020-10-13 11:41:49
192971,2020-10-13 11:41:50
173056,2020-10-13 11:41:56
177154,2020-10-13 11:42:00
183950,2020-10-13 11:42:00
196302,2020-10-13 11:42:00
178076,2020-10-13 11:42:00
187561,2020-10-13 11:42:00
174622,2020-10-13 11:42:00
177712,2020-10-13 11:42:00
179362,2020-10-13 11:42:00
170752,2020-10-13 11:42:00
189827,2020-10-13 11:42:00
171661,2020-10-13 11:42:00
170738,2020-10-13 11:42:00
191961,2020-10-13 11:42:00
175196,2020-10-13 11:42:00
170576,2020-10-13 11:42:00
168577,2020-10-13 11:42:00
194588,2020-10-13 11:42:00
176745,2020-10-13 11:42:00
186137,2020-10-13 11:42:00
167960,2020-10-13 11:42:00
177367,2020-10-13 11:42:02
169505,2020-10-13 11:42:03
182181,2020-10-13 11:42:04
169744,2020-10-13 11:42:05
184547,2020-10-13 11:42:05
169606,2020-10-13 11:42:06
196304,2020-10-13 11:42:07
196973,2020-10-13 11:42:08
186759,2020-10-13 11:42:10
179935,2020-10-13 11:42:19
179288,2020-10-13 11:42:20
179911,2020-10-13 11:42:24
183279,2020-10-13 11:42:26
186074,2020-10-13 11:42:35
177572,2020-10-13 11:42:37
188769,2020-10-13 11:42:37
205540,2020-10-13 11:42:38
165981,2020-10-13 11:42:41
180369,2020-10-13 11:42:47
173571,2020-10-13 11:42:53
170393,2020-10-13 11:42:55
177191,2020-10-13 11:42:56
171201,2020-10-13 11:42:57
194933,2020-10-13 11:42:59
165955,2020-10-13 11:42:59
175238,2020-10-13 11:42:59
177337,2020-10-13 11:42:59
192817,2020-10-13 11:43:00
169381,2020-10-13 11:43:00
167760,2020-10-13 11:43:00
180336,2020-10-13 11:43:00
180806,2020-10-13 11:43:00
188544,2020-10-13 11:43:00
170654,2020-10-13 11:43:00
172561,2020-10-13 11:43:00
190156,2020-10-13 11:43:00
167630,2020-10-13 11:43:00
190164,2020-10-13 11:43:00
174810,2020-10-13 11:43:00
168647,2020-10-13 11:43:00
197460,2020-10-13 11:43:00
170897,2020-10-13 11:43:00
185621,2020-10-13 11:43:09
197339,2020-10-13 11:43:12
181636,2020-10-13 11:43:15
172076,2020-10-13 11:43:15
193780,2020-10-13 11:43:15
183748,2020-10-13 11:43:16
181673,2020-10-13 11:43:17
185982,2020-10-13 11:43:18
167629,2020-10-13 11:43:25
185703,2020-10-13 11:43:25
176167,2020-10-13 11:43:26
165890,2020-10-13 11:43:27
165889,2020-10-13 11:43:27
177131,2020-10-13 11:43:28
194149,2020-10-13 11:43:30
175163,2020-10-13 11:43:40
186839,2020-10-13 11:43:40
176027,2020-10-13 11:43:42
165950,2020-10-13 11:43:43
185894,2020-10-13 11:43:47
172205,2020-10-13 11:43:57
168007,2020-10-13 11:43:59
177695,2020-10-13 11:44:00
164590,2020-10-13 11:44:00
182836,2020-10-13 11:44:00
191160,2020-10-13 11:44:00
176190,2020-10-13 11:44:00
193962,2020-10-13 11:44:00
191625,2020-10-13 11:44:00
174455,2020-10-13 11:44:00
187341,2020-10-13 11:44:00
164605,2020-10-13 11:44:00
172942,2020-10-13 11:44:00
128806,2020-10-13 11:44:00
172559,2020-10-13 11:44:01
176300,2020-10-13 11:44:12
175600,2020-10-13 11:44:12
170700,2020-10-13 11:44:13
177814,2020-10-13 11:44:14
194529,2020-10-13 11:44:17
188341,2020-10-13 11:44:17
172736,2020-10-13 11:44:24
164599,2020-10-13 11:44:27
174696,2020-10-13 11:44:28
178136,2020-10-13 11:44:33
186427,2020-10-13 11:44:42
198141,2020-10-13 11:44:43
192570,2020-10-13 11:44:50
180173,2020-10-13 11:44:55
177122,2020-10-13 11:45:00
170775,2020-10-13 11:45:00
171716,2020-10-13 11:45:00
181776,2020-10-13 11:45:00
185086,2020-10-13 11:45:00
177373,2020-10-13 11:45:00
196539,2020-10-13 11:45:00
194605,2020-10-13 11:45:00
168514,2020-10-13 11:45:00
173907,2020-10-13 11:45:00
114319,2020-10-13 11:45:00
168271,2020-10-13 11:45:00
197875,2020-10-13 11:45:00
173651,2020-10-13 11:45:00
174706,2020-10-13 11:45:00
179347,2020-10-13 11:45:00
179113,2020-10-13 11:45:00
165358,2020-10-13 11:45:00
185129,2020-10-13 11:45:00
181146,2020-10-13 11:45:00
168172,2020-10-13 11:45:00
174658,2020-10-13 11:45:00
189224,2020-10-13 11:45:00
166031,2020-10-13 11:45:01
172133,2020-10-13 11:45:04
165845,2020-10-13 11:45:04
183240,2020-10-13 11:45:04
186257,2020-10-13 11:45:05
166003,2020-10-13 11:45:09
169545,2020-10-13 11:45:10
164580,2020-10-13 11:45:10
176862,2020-10-13 11:45:13
146901,2020-10-13 11:45:19
176157,2020-10-13 11:45:24
176412,2020-10-13 11:45:28
178404,2020-10-13 11:45:29
183433,2020-10-13 11:45:30
171517,2020-10-13 11:45:34
184704,2020-10-13 11:45:34
165956,2020-10-13 11:45:37
190806,2020-10-13 11:45:38
169683,2020-10-13 11:45:39
191933,2020-10-13 11:45:39
178345,2020-10-13 11:45:40
171418,2020-10-13 11:45:44
188112,2020-10-13 11:45:48
165966,2020-10-13 11:45:49
176933,2020-10-13 11:45:51
189574,2020-10-13 11:45:53
182681,2020-10-13 11:45:59
177738,2020-10-13 11:46:00
185118,2020-10-13 11:46:00
173700,2020-10-13 11:46:00
176940,2020-10-13 11:46:00
170703,2020-10-13 11:46:00
191173,2020-10-13 11:46:00
178574,2020-10-13 11:46:00
196704,2020-10-13 11:46:00
190855,2020-10-13 11:46:00
184321,2020-10-13 11:46:00
190889,2020-10-13 11:46:00
167523,2020-10-13 11:46:00
178245,2020-10-13 11:46:00
172077,2020-10-13 11:46:07
170678,2020-10-13 11:46:09
170720,2020-10-13 11:46:09
170737,2020-10-13 11:46:09
183876,2020-10-13 11:46:11
173953,2020-10-13 11:46:11
181702,2020-10-13 11:46:14
184800,2020-10-13 11:46:14
182271,2020-10-13 11:46:17
168721,2020-10-13 11:46:21
192243,2020-10-13 11:46:22
169298,2020-10-13 11:46:25
178916,2020-10-13 11:46:33
182571,2020-10-13 11:46:34
173868,2020-10-13 11:46:34
165888,2020-10-13 11:46:36
176816,2020-10-13 11:46:43
168750,2020-10-13 11:46:43
174397,2020-10-13 11:46:45
170870,2020-10-13 11:46:48
173964,2020-10-13 11:46:59
172872,2020-10-13 11:46:59
168334,2020-10-13 11:47:00
194209,2020-10-13 11:47:00
179244,2020-10-13 11:47:00
175208,2020-10-13 11:47:00
180562,2020-10-13 11:47:00
178564,2020-10-13 11:47:00
168024,2020-10-13 11:47:00
171119,2020-10-13 11:47:00
173130,2020-10-13 11:47:00
191954,2020-10-13 11:47:00
180319,2020-10-13 11:47:00
170485,2020-10-13 11:47:00
192317,2020-10-13 11:47:00
177163,2020-10-13 11:47:00
168901,2020-10-13 11:47:00
182223,2020-10-13 11:47:00
191670,2020-10-13 11:47:00
167050,2020-10-13 11:47:00
177594,2020-10-13 11:47:05
176391,2020-10-13 11:47:08
168027,2020-10-13 11:47:10
191775,2020-10-13 11:47:10
187566,2020-10-13 11:47:16
165500,2020-10-13 11:47:18
172838,2020-10-13 11:47:19
196210,2020-10-13 11:47:22
175664,2020-10-13 11:47:25
173096,2020-10-13 11:47:32
173528,2020-10-13 11:47:32
171694,2020-10-13 11:47:35
192028,2020-10-13 11:47:36
178112,2020-10-13 11:47:38
176013,2020-10-13 11:47:40
197044,2020-10-13 11:47:45
176838,2020-10-13 11:47:48
182664,2020-10-13 11:47:50
183450,2020-10-13 11:47:53
173043,2020-10-13 11:47:55
173473,2020-10-13 11:47:55
197366,2020-10-13 11:47:58
165891,2020-10-13 11:47:59
179412,2020-10-13 11:47:59
195644,2020-10-13 11:48:00
183107,2020-10-13 11:48:00
164944,2020-10-13 11:48:00
189523,2020-10-13 11:48:00
168684,2020-10-13 11:48:00
173487,2020-10-13 11:48:00
176936,2020-10-13 11:48:00
167527,2020-10-13 11:48:00
196744,2020-10-13 11:48:00
191391,2020-10-13 11:48:00
173134,2020-10-13 11:48:00
177458,2020-10-13 11:48:00
196721,2020-10-13 11:48:00
175292,2020-10-13 11:48:00
170689,2020-10-13 11:48:00
196272,2020-10-13 11:48:00
186993,2020-10-13 11:48:00
191919,2020-10-13 11:48:06
196616,2020-10-13 11:48:08
188363,2020-10-13 11:48:12
175288,2020-10-13 11:48:15
186246,2020-10-13 11:48:17
183702,2020-10-13 11:48:19
188318,2020-10-13 11:48:19
168272,2020-10-13 11:48:30
170685,2020-10-13 11:48:31
196235,2020-10-13 11:48:31
173896,2020-10-13 11:48:45
175126,2020-10-13 11:48:45
179762,2020-10-13 11:48:45
169310,2020-10-13 11:48:45
172640,2020-10-13 11:48:51
171250,2020-10-13 11:48:52
197870,2020-10-13 11:49:00
178559,2020-10-13 11:49:00
179690,2020-10-13 11:49:00
174066,2020-10-13 11:49:00
169053,2020-10-13 11:49:00
154258,2020-10-13 11:49:00
164846,2020-10-13 11:49:00
166033,2020-10-13 11:49:00
173757,2020-10-13 11:49:00
182418,2020-10-13 11:49:00
171680,2020-10-13 11:49:00
168896,2020-10-13 11:49:00
167706,2020-10-13 11:49:00
171362,2020-10-13 11:49:00
174997,2020-10-13 11:49:00
168286,2020-10-13 11:49:00
168658,2020-10-13 11:49:01
198154,2020-10-13 11:49:02
181671,2020-10-13 11:49:04
170929,2020-10-13 11:49:06
150172,2020-10-13 11:49:07
171465,2020-10-13 11:49:07
187474,2020-10-13 11:49:12
191490,2020-10-13 11:49:12
178161,2020-10-13 11:49:14
164840,2020-10-13 11:49:15
176764,2020-10-13 11:49:18
185175,2020-10-13 11:49:25
186193,2020-10-13 11:49:26
182762,2020-10-13 11:49:38
168973,2020-10-13 11:49:41
195335,2020-10-13 11:49:43
181672,2020-10-13 11:49:44
175028,2020-10-13 11:49:45
172257,2020-10-13 11:49:45
179665,2020-10-13 11:50:00
173841,2020-10-13 11:50:00
179653,2020-10-13 11:50:00
186369,2020-10-13 11:50:00
195116,2020-10-13 11:50:00
170622,2020-10-13 11:50:00
176478,2020-10-13 11:50:00
182527,2020-10-13 11:50:00
168817,2020-10-13 11:50:00
173004,2020-10-13 11:50:00
169293,2020-10-13 11:50:00
167537,2020-10-13 11:50:00
186585,2020-10-13 11:50:00
168617,2020-10-13 11:50:00
190846,2020-10-13 11:50:00
177795,2020-10-13 11:50:00
174711,2020-10-13 11:50:00
185260,2020-10-13 11:50:03
171634,2020-10-13 11:50:03
175204,2020-10-13 11:50:04
198597,2020-10-13 11:50:07
171093,2020-10-13 11:50:09
185411,2020-10-13 11:50:10
189321,2020-10-13 11:50:16
174838,2020-10-13 11:50:16
174381,2020-10-13 11:50:20
184173,2020-10-13 11:50:21
171192,2020-10-13 11:50:21
172961,2020-10-13 11:50:24
189669,2020-10-13 11:50:33
182058,2020-10-13 11:50:33
179635,2020-10-13 11:50:34
184936,2020-10-13 11:50:39
168820,2020-10-13 11:50:42
187066,2020-10-13 11:50:51
179905,2020-10-13 11:50:55
180464,2020-10-13 11:50:59
176096,2020-10-13 11:50:59
185472,2020-10-13 11:51:00
172613,2020-10-13 11:51:00
193655,2020-10-13 11:51:00
198218,2020-10-13 11:51:00
189651,2020-10-13 11:51:00
197616,2020-10-13 11:51:00
170017,2020-10-13 11:51:00
177074,2020-10-13 11:51:00
169924,2020-10-13 11:51:00
170747,2020-10-13 11:51:00
189641,2020-10-13 11:51:00
168089,2020-10-13 11:51:00
174239,2020-10-13 11:51:00
183096,2020-10-13 11:51:05
180483,2020-10-13 11:51:05
168338,2020-10-13 11:51:08
180655,2020-10-13 11:51:08
181828,2020-10-13 11:51:09
194857,2020-10-13 11:51:12
191687,2020-10-13 11:51:12
180428,2020-10-13 11:51:12
178339,2020-10-13 11:51:17
179266,2020-10-13 11:51:22
180996,2020-10-13 11:51:40
179822,2020-10-13 11:51:41
194211,2020-10-13 11:51:42
174873,2020-10-13 11:51:49
176571,2020-10-13 11:51:53
170714,2020-10-13 11:51:57
185109,2020-10-13 11:52:00
188303,2020-10-13 11:52:00
169575,2020-10-13 11:52:00
197691,2020-10-13 11:52:00
175061,2020-10-13 11:52:00
173107,2020-10-13 11:52:00
178132,2020-10-13 11:52:00
175599,2020-10-13 11:52:00
176127,2020-10-13 11:52:00
180425,2020-10-13 11:52:00
177009,2020-10-13 11:52:00
177494,2020-10-13 11:52:00
176579,2020-10-13 11:52:00
191738,2020-10-13 11:52:00
187267,2020-10-13 11:52:00
172879,2020-10-13 11:52:01
171633,2020-10-13 11:52:07
171231,2020-10-13 11:52:18
191841,2020-10-13 11:52:23
175594,2020-10-13 11:52:23
177485,2020-10-13 11:52:24
170978,2020-10-13 11:52:27
187722,2020-10-13 11:52:27
168011,2020-10-13 11:52:29
186462,2020-10-13 11:52:37
126691,2020-10-13 11:52:42
91616,2020-10-13 11:52:51
179051,2020-10-13 11:53:00
174334,2020-10-13 11:53:00
190621,2020-10-13 11:53:00
174129,2020-10-13 11:53:00
170484,2020-10-13 11:53:00
169452,2020-10-13 11:53:00
186487,2020-10-13 11:53:01
171704,2020-10-13 11:53:01
167460,2020-10-13 11:53:03
175921,2020-10-13 11:53:04
192811,2020-10-13 11:53:14
167401,2020-10-13 11:53:16
168041,2020-10-13 11:53:16
184495,2020-10-13 11:53:17
174053,2020-10-13 11:53:21
175715,2020-10-13 11:53:24
171788,2020-10-13 11:53:28
196895,2020-10-13 11:53:33
191387,2020-10-13 11:53:36
183393,2020-10-13 11:53:37
165849,2020-10-13 11:53:37
178491,2020-10-13 11:53:39
168036,2020-10-13 11:53:43
177088,2020-10-13 11:53:43
196409,2020-10-13 11:53:54
176218,2020-10-13 11:53:59
173970,2020-10-13 11:54:00
